Number,Name,Type,Level,Country
405776,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
405777,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
405778,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
405779,VISA,DEBIT,BUSINESS,🇧🇷BRAZIL
405780,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
405966,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
405967,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
405968,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
405973,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
405974,VISA,,,🇧🇷BRAZIL
405975,VISA,,,🇧🇷BRAZIL
405976,VISA,,,🇧🇷BRAZIL
405980,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
405981,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
406166,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
406167,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
406168,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
406211,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
406262,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
406263,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
406264,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
406459,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
406460,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
406465,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
406466,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
406467,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
406647,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
406655,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
406669,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
406784,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
406897,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
407023,VISA,CREDIT,,🇧🇷BRAZIL
407302,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
407303,VISA,CREDIT,,🇧🇷BRAZIL
407392,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
407394,VISA,,,🇧🇷BRAZIL
425824,VISA,DEBIT,,🇧🇷BRAZIL
425825,VISA,DEBIT,,🇧🇷BRAZIL
425850,VISA,CREDIT,,🇧🇷BRAZIL
425890,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
426031,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
426043,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
426055,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
426065,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
426759,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
426760,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
426761,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
427164,VISA,CREDIT,,🇧🇷BRAZIL
427165,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
427167,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
427168,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
427228,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
427835,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
427836,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
428008,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
428267,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
428268,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
428269,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
428304,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
428340,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
428399,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
428498,VISA,CREDIT,,🇧🇷BRAZIL
428527,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
428528,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
428529,VISA,CREDIT,,🇧🇷BRAZIL
428534,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
428535,VISA,DEBIT,,🇧🇷BRAZIL
428978,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
429409,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
429767,VISA,,,🇧🇷BRAZIL
429768,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
430410,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
430411,VISA,CREDIT,GOLD PREMIUM,🇧🇷BRAZIL
430415,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
430420,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
430422,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
430535,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
430952,VISA,CREDIT,,🇧🇷BRAZIL
430956,VISA,CREDIT,,🇧🇷BRAZIL
430963,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
431274,VISA,DEBIT,CHECK CARD,🇧🇷BRAZIL
431929,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
432031,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
432032,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
432033,VISA,CREDIT,,🇧🇷BRAZIL
432035,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
419524,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
419536,VISA,,,🇧🇷BRAZIL
419590,VISA,,,🇧🇷BRAZIL
419591,VISA,,,🇧🇷BRAZIL
419592,VISA,,,🇧🇷BRAZIL
419597,VISA,,,🇧🇷BRAZIL
419598,VISA,CREDIT,,🇧🇷BRAZIL
419618,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
419619,VISA,CREDIT,,🇧🇷BRAZIL
419620,VISA,,,🇧🇷BRAZIL
419622,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
419623,VISA,CREDIT,,🇧🇷BRAZIL
419624,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
419625,VISA,CREDIT,,🇧🇷BRAZIL
419627,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
419628,VISA,CREDIT,,🇧🇷BRAZIL
419630,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
419631,VISA,,,🇧🇷BRAZIL
419642,VISA,CREDIT,,🇧🇷BRAZIL
419643,VISA,CREDIT,,🇧🇷BRAZIL
419756,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
419806,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
419807,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
419888,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
419889,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
420180,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
420181,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
420182,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
420310,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
420311,VISA,CREDIT,,🇧🇷BRAZIL
420312,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
420314,VISA,,,🇧🇷BRAZIL
420338,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
420339,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
420340,VISA,CREDIT,,🇧🇷BRAZIL
420341,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
420590,VISA,CREDIT,GOLD PREMIUM,🇧🇷BRAZIL
420774,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
420874,VISA,CREDIT,,🇧🇷BRAZIL
421126,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
421304,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
421309,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
421365,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
421379,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
421399,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
421470,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
421471,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
421507,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
421508,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
421512,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
554722,MASTERCARD,CREDIT,,🇧🇷BRAZIL
554725,MASTERCARD,DEBIT,,🇧🇷BRAZIL
554726,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
554729,MASTERCARD,CREDIT,,🇧🇷BRAZIL
554767,MASTERCARD,CREDIT,,🇧🇷BRAZIL
554773,MASTERCARD,CREDIT,,🇧🇷BRAZIL
554774,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
554775,MASTERCARD,CREDIT,,🇧🇷BRAZIL
554776,MASTERCARD,CREDIT,,🇧🇷BRAZIL
554865,MASTERCARD,DEBIT,,🇧🇷BRAZIL
554891,MASTERCARD,DEBIT,PREPAID,🇧🇷BRAZIL
554903,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
554906,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
554917,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
554918,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
554927,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
554932,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
554945,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
554953,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
554954,MASTERCARD,CREDIT,,🇧🇷BRAZIL
554969,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
555040,MASTERCARD,CREDIT,CORPORATE PURCHASING,🇧🇷BRAZIL
555109,MASTERCARD,CREDIT,CORPORATE PURCHASING,🇧🇷BRAZIL
555151,MASTERCARD,DEBIT,,🇧🇷BRAZIL
555155,MASTERCARD,CREDIT,,🇧🇷BRAZIL
555261,MASTERCARD,CREDIT,,🇧🇷BRAZIL
555262,MASTERCARD,CREDIT,,🇧🇷BRAZIL
555263,MASTERCARD,CREDIT,,🇧🇷BRAZIL
555264,MASTERCARD,CREDIT,,🇧🇷BRAZIL
555267,MASTERCARD,CREDIT,,🇧🇷BRAZIL
555268,MASTERCARD,CREDIT,,🇧🇷BRAZIL
555269,MASTERCARD,CREDIT,,🇧🇷BRAZIL
555270,MASTERCARD,CREDIT,,🇧🇷BRAZIL
555428,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
556023,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
556024,MASTERCARD,CREDIT,CORPORATE PURCHASING,🇧🇷BRAZIL
556026,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
556035,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
556600,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
556601,MASTERCARD,CREDIT,,🇧🇷BRAZIL
556615,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
556616,MASTERCARD,CREDIT,,🇧🇷BRAZIL
556670,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
556673,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
557752,MASTERCARD,CREDIT,,🇧🇷BRAZIL
557768,MASTERCARD,CREDIT,,🇧🇷BRAZIL
557770,MASTERCARD,CREDIT,,🇧🇷BRAZIL
557771,MASTERCARD,CREDIT,,🇧🇷BRAZIL
557779,MASTERCARD,CREDIT,,🇧🇷BRAZIL
557793,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545973,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
546001,MASTERCARD,DEBIT,PREPAID,🇧🇷BRAZIL
546012,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546017,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
546056,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
546094,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
546279,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546282,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
546337,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546451,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546452,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
546456,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546460,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546461,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546479,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
546499,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
546559,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546744,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546754,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546768,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546815,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546841,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546852,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
546990,MASTERCARD,CREDIT,,🇧🇷BRAZIL
546991,MASTERCARD,CREDIT,,🇧🇷BRAZIL
547076,MASTERCARD,CREDIT,,🇧🇷BRAZIL
547252,MASTERCARD,DEBIT,,🇧🇷BRAZIL
547374,MASTERCARD,DEBIT,,🇧🇷BRAZIL
547408,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
547468,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
547483,MASTERCARD,CREDIT,,🇧🇷BRAZIL
547600,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
547604,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
547606,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
547666,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
547674,MASTERCARD,CREDIT,,🇧🇷BRAZIL
547693,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
547724,MASTERCARD,CREDIT,,🇧🇷BRAZIL
547749,MASTERCARD,DEBIT,,🇧🇷BRAZIL
547769,MASTERCARD,DEBIT,,🇧🇷BRAZIL
547803,MASTERCARD,CREDIT,,🇧🇷BRAZIL
547806,MASTERCARD,CREDIT,,🇧🇷BRAZIL
547874,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
548045,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548046,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548087,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548088,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548199,MASTERCARD,DEBIT,,🇧🇷BRAZIL
548217,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
548262,MASTERCARD,CREDIT,,🇧🇷BRAZIL
515640,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
515743,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
515765,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
515767,MASTERCARD,CREDIT,,🇧🇷BRAZIL
515787,MASTERCARD,CREDIT,,🇧🇷BRAZIL
515795,MASTERCARD,CREDIT,,🇧🇷BRAZIL
515836,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
515889,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
515891,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
515894,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
516004,MASTERCARD,CREDIT,,🇧🇷BRAZIL
516015,MASTERCARD,CREDIT,,🇧🇷BRAZIL
516064,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516066,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516070,MASTERCARD,CREDIT,,🇧🇷BRAZIL
516074,MASTERCARD,CREDIT,,🇧🇷BRAZIL
516096,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516120,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516129,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516136,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516138,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516159,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516162,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516164,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516220,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516230,MASTERCARD,DEBIT,PLATINUM,🇧🇷BRAZIL
516275,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516283,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516291,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516292,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516306,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516376,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516620,MASTERCARD,DEBIT,,🇧🇷BRAZIL
516991,MASTERCARD,CREDIT,,🇧🇷BRAZIL
517191,MASTERCARD,CREDIT,,🇧🇷BRAZIL
517222,MASTERCARD,DEBIT,,🇧🇷BRAZIL
517223,MASTERCARD,DEBIT,,🇧🇷BRAZIL
517318,MASTERCARD,DEBIT,,🇧🇷BRAZIL
517319,MASTERCARD,CREDIT,,🇧🇷BRAZIL
517320,MASTERCARD,CREDIT,,🇧🇷BRAZIL
517367,MASTERCARD,CREDIT,,🇧🇷BRAZIL
517634,MASTERCARD,CREDIT,,🇧🇷BRAZIL
517701,MASTERCARD,CREDIT,,🇧🇷BRAZIL
517703,MASTERCARD,CREDIT,,🇧🇷BRAZIL
517718,MASTERCARD,CREDIT,,🇧🇷BRAZIL
517756,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
517787,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
517823,MASTERCARD,CREDIT,,🇧🇷BRAZIL
517858,MASTERCARD,CREDIT,,🇧🇷BRAZIL
517914,MASTERCARD,CREDIT,,🇧🇷BRAZIL
491450,VISA,CREDIT,,🇧🇷BRAZIL
491467,VISA,CREDIT,,🇧🇷BRAZIL
491498,VISA,CREDIT,,🇧🇷BRAZIL
491513,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
491514,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
491552,VISA,CREDIT,,🇧🇷BRAZIL
491553,VISA,CREDIT,,🇧🇷BRAZIL
491554,VISA,CREDIT,,🇧🇷BRAZIL
491623,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
491654,VISA,CREDIT,,🇧🇷BRAZIL
491655,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
491656,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
491657,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
491674,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
491675,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
491676,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
491696,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
491705,VISA,DEBIT,PREPAID TRAVEL MONEY,🇧🇷BRAZIL
491708,VISA,DEBIT,PREPAID TRAVEL MONEY,🇧🇷BRAZIL
491714,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
491944,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
491957,VISA,CREDIT,,🇧🇷BRAZIL
491976,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
491977,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
491978,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
491979,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
492052,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
492132,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
492400,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
492401,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
492402,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
492403,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
492404,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
492405,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
492460,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
492529,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
493100,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
493101,VISA,CREDIT,,🇧🇷BRAZIL
493102,VISA,CREDIT,,🇧🇷BRAZIL
493103,VISA,CREDIT,,🇧🇷BRAZIL
493104,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
493116,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
493133,VISA,DEBIT,BUSINESS,🇧🇷BRAZIL
493186,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
493490,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
493493,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
493494,VISA,CREDIT,,🇧🇷BRAZIL
496045,VISA,CREDIT,,🇧🇷BRAZIL
496046,VISA,CREDIT,,🇧🇷BRAZIL
496048,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
539017,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539018,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539019,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539020,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539021,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539022,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539023,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539028,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539029,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539030,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539031,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539033,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539039,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539040,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539041,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539044,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539048,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539050,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539051,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539055,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539058,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539059,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
539060,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539061,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539062,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539063,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539064,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539065,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539066,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539067,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539068,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539069,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539070,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539071,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539072,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539073,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539074,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539075,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539076,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539077,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539078,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539079,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539080,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539081,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539082,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539083,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539084,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539085,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539086,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539087,MASTERCARD,CREDIT,,🇧🇷BRAZIL
557797,MASTERCARD,CREDIT,,🇧🇷BRAZIL
557901,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557903,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557906,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557913,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557914,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557916,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557918,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557921,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557923,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557925,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557926,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557927,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557929,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557930,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557931,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557934,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557936,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557937,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557938,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557940,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557950,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557958,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557961,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557974,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557982,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557983,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557984,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557985,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557988,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557989,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557990,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557992,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557993,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557996,MASTERCARD,DEBIT,,🇧🇷BRAZIL
557999,MASTERCARD,DEBIT,,🇧🇷BRAZIL
558285,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
558297,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
558303,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
558305,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
558307,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
558308,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
558309,MASTERCARD,CREDIT,CORPORATE PURCHASING,🇧🇷BRAZIL
558383,MASTERCARD,DEBIT,,🇧🇷BRAZIL
558394,MASTERCARD,DEBIT,,🇧🇷BRAZIL
558419,MASTERCARD,CREDIT,,🇧🇷BRAZIL
558645,MASTERCARD,DEBIT,,🇧🇷BRAZIL
558763,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
558779,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
558874,MASTERCARD,CREDIT,,🇧🇷BRAZIL
519339,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
519696,MASTERCARD,CREDIT,,🇧🇷BRAZIL
